class_id,car_length,car_width,car_height,rated_passenger
580470,4523,1775,1467,5
304458,4545,1760,1490,5
349023,4598,1797,1477,5
125403,5213,1847,1750,7
472603,4688,1815,1525,5
468392,4930,1845,1470,5
713651,4535,1755,1450,5
416749,4270,1772,1605,5
209945,5039,1860,1492,5
136916,4850,1825,1480,5
739296,4685,1785,1745,7-Jun
682651,4763,1826,1426,5
576298,5115,1720,1960,8-Jul
124140,4650,1850,1695,5
125403,5213,1847,1750,7
347384,4600,1780,1445,5
289386,4582,1795,1458,5
281301,4870,1834,1472,5
281301,4870,1834,1472,5
854079,4650,1750,1505,5
221795,4385,1831,1589,5
628041,4199,1786,1479,5
349023,4510,1797,1477,5
265980,4360,1685,1820,8-Jul
178529,3797,1510,1820,7
349023,4598,1797,1477,5
175962,4473,1706,1469,5
745137,4534,1823,1483,5
453752,4645,1811,1454,5
883691,4865,1820,1475,5
854079,4650,1750,1505,5
321683,4644,1778,1482,5
124140,4650,1850,1695,5
425432,4605,1765,1460,5
621073,4400,1680,1770,8-Jul
603972,5035,1855,1485,5
347384,4600,1780,1445,5
125403,5213,1847,1750,7
819061,4450,1855,1635,5
597927,4845,1830,1460,5
209945,5055,1860,1491,5
580470,4523,1775,1467,5
580470,4523,1775,1467,5
425432,4605,1765,1460,5
714152,4506,1809,1685,5
265980,4360,1685,1820,8-Jul
614059,4581,1770,1448,5
628041,4255,1799,1452,5
621073,4400,1680,1750,8-Jul
136916,4825,1825,1480,5
304458,4630,1775,1480,5
961362,4315,1783,1606,5
914348,3970,1682,1462,5
714152,4506,1809,1685,5
436105,4710,1820,1470,5
354068,4665,1700,1505,5
354068,4665,1700,1505,5
178529,3730,1510,1860,7
321683,4644,1778,1482,5
409854,4649,1852,1710,5
379876,4558,1805,1505,5
559132,4868,1830,1490,5
281301,4870,1834,1472,5
745137,4368,1823,1483,5
472603,4750,1820,1488,5
472603,4750,1820,1488,5
714860,4720,1815,1465,5
559132,4868,1830,1490,5
304458,4630,1775,1480,5
409854,4640,1825,1690,5
265980,4360,1685,1820,8-Jul
248352,4370,1700,1460,5
349023,4598,1797,1477,5
136916,4825,1820,1485,5
914348,3970,1682,1462,5
178529,3797,1510,1820,7
178529,3797,1510,1820,7
978089,4631,1789,1470,5
587678,4294,1772,1605,5
914348,3987,1705,1486,5
349023,4598,1797,1477,5
349023,4598,1797,1477,5
347384,4600,1780,1445,5
248352,4370,1700,1460,5
175962,4473,1706,1469,5
527809,5012,1855,1464,5
651347,3900,1695,1525,5
281301,4870,1834,1472,5
248352,4370,1700,1460,5
735971,4587,1798,1463,5
136916,4825,1825,1480,5
628041,4199,1786,1479,5
178529,3995,1510,1860,7
597927,4845,1830,1460,5
482497,4629,1880,1653,5
291086,4843,1856,1484,5
270690,4415,1685,1850,5
597927,4845,1830,1460,5
178529,3995,1510,1860,7
265980,4360,1685,1820,8-Jul
482497,4629,1880,1653,5
289386,4582,1795,1458,5
401052,4431,1804,1535,5
914348,3970,1682,1462,5
914348,3970,1682,1462,5
304458,4545,1760,1490,5
453752,4734,1811,1453,5
714152,4506,1809,1685,5
714860,4720,1815,1465,5
384924,5000,1858,1503,5
453752,4755,1811,1455,5
453752,4755,1811,1455,5
735971,4671,1815,1478,5
591790,4630,1775,1480,5
961962,4487,1706,1470,5
347384,4600,1780,1445,5
347384,4600,1780,1445,5
290854,4550,1820,1685,5
745137,4534,1823,1483,5
354068,4610,1760,1495,5
248352,4370,1700,1460,5
905745,4278,1774,1646,5
124140,4650,1850,1695,5
291086,4843,1856,1484,5
854079,4650,1750,1505,5
628041,4199,1786,1479,5
125403,5213,1847,1750,7
603972,5035,1855,1485,5
819061,4450,1855,1635,5
597927,4845,1830,1460,5
597927,4845,1830,1460,5
136916,4825,1825,1480,5
978089,4425,1789,1470,5
321683,4644,1778,1482,5
468392,4930,1845,1470,5
614059,4581,1770,1448,5
436105,4710,1820,1470,5
281301,4870,1834,1472,5
914348,3987,1705,1486,5
354068,4665,1700,1505,5
472603,4750,1820,1488,5
883691,4865,1820,1475,5
905745,4278,1774,1646,5
347384,4600,1780,1445,5
304458,4545,1760,1490,5
291086,4830,1856,1484,5
291086,4830,1856,1484,5
597927,4845,1830,1460,5
671482,4280,1785,1658,5
289386,4582,1795,1458,5
209945,5039,1860,1492,5
409854,4640,1825,1745,5
304458,4630,1775,1480,5
304458,4630,1775,1480,5
436105,4710,1820,1470,5
409854,4649,1852,1710,5
347384,4600,1780,1445,5
961362,4315,1783,1606,5
961362,4315,1783,1606,5
961362,4315,1783,1606,5
453752,4755,1811,1455,5
576298,4715,1720,1950,8-Jul
735971,4671,1815,1478,5
290854,4550,1820,1685,5
819061,4450,1855,1635,5
384924,5000,1858,1503,5
360648,4115,1700,1495,5
347384,4600,1780,1445,5
347384,4600,1780,1445,5
621073,4400,1680,1770,8-Jul
560265,4440,1700,1783,8-Jun
560265,4440,1700,1783,8-Jun
321683,4655,1780,1453,5
349023,4510,1797,1477,5
580470,4523,1775,1467,5
576298,5115,1720,1960,8-Jul
354068,4610,1760,1495,5
321683,4644,1778,1482,5
321683,4644,1778,1482,5
580470,4523,1775,1467,5
580470,4523,1775,1467,5
914348,3970,1682,1462,5
290854,4530,1820,1680,5
597927,4845,1830,1460,5
628041,4199,1786,1479,5
597927,4845,1830,1460,5
527809,5012,1855,1464,5
468392,4930,1845,1470,5
468392,4930,1845,1470,5
614059,4581,1770,1448,5
304458,4630,1775,1480,5
354068,4665,1700,1505,5
714152,4506,1809,1685,5
281301,4870,1834,1472,5
682651,4761,1826,1439,5
347384,4600,1780,1445,5
614059,4581,1770,1448,5
614059,4581,1770,1448,5
714152,4525,1809,1665,5
591790,4630,1775,1480,5
580470,4540,1775,1467,5
291086,4843,1856,1484,5
472603,4750,1820,1488,5
289386,4582,1795,1458,5
360648,4115,1700,1495,5
347384,4600,1780,1445,5
576298,5115,1720,1960,8-Jul
198427,4547,1734,1470,5
735971,4587,1798,1463,5
125403,5213,1847,1750,7
175962,4473,1706,1469,5
175962,4473,1706,1469,5
265980,4360,1685,1820,8-Jul
281301,4870,1834,1472,5
178529,3995,1510,1860,7
321683,4644,1778,1482,5
321683,4644,1778,1482,5
923841,4869,1854,1472,5
468392,4930,1845,1470,5
349023,4598,1797,1477,5
136916,4825,1825,1480,5
597927,4845,1830,1460,5
527809,5012,1855,1464,5
349023,4510,1797,1477,5
209945,5039,1860,1492,5
745137,4534,1823,1483,5
914348,3970,1682,1462,5
289386,4582,1795,1458,5
614059,4581,1770,1448,5
425432,4605,1765,1460,5
349023,4567,1786,1455,5
281301,4870,1834,1472,5
871642,4524,1838,1685,5
714152,4506,1809,1685,5
883691,4865,1820,1475,5
883691,4865,1820,1475,5
175962,4473,1706,1469,5
289386,4582,1795,1458,5
905745,4278,1774,1646,5
425432,4605,1765,1460,5
559132,4850,1795,1475,5
356986,4860,1854,1480,5
356986,4860,1854,1480,5
628041,4199,1786,1479,5
905745,4278,1774,1656,5
961962,4487,1706,1470,5
923841,4869,1854,1472,5
883691,4865,1820,1475,5
559132,4850,1795,1475,5
682651,4761,1826,1439,5
356986,4860,1854,1480,5
356986,4860,1854,1480,5
103507,4270,1780,1630,5
125403,5256,1878,1772,7
628041,4199,1786,1479,5
219195,4335,1814,1695,5
651347,3900,1695,1525,5
714860,4720,1815,1465,5
651782,5131,1852,1501,5
651782,5131,1852,1501,5
308913,4454,1765,1460,5
914348,3970,1682,1462,5
425432,4605,1765,1460,5
354068,4610,1760,1495,5
963845,4270,1780,1622,5
209945,5055,1860,1491,5
347384,4600,1780,1445,5
347384,4600,1780,1445,5
308913,4454,1765,1460,5
379876,4558,1805,1505,5
304458,4630,1775,1480,5
739296,4685,1785,1745,7-Jun
961362,4315,1783,1606,5
281301,4870,1834,1472,5
978089,4425,1789,1470,5
819061,4440,1855,1635,5
472603,4750,1820,1488,5
914348,3970,1682,1462,5
735971,4671,1815,1478,5
304458,4630,1775,1480,5
591790,4630,1775,1480,5
651347,4065,1695,1525,5
347384,4600,1780,1445,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
360648,4115,1700,1495,5
379876,4558,1805,1505,5
379876,4558,1805,1505,5
354068,4610,1760,1495,5
354068,4610,1760,1495,5
472603,4688,1815,1525,5
290854,4550,1820,1685,5
745137,4368,1823,1483,5
745137,4368,1823,1483,5
304458,4630,1775,1480,5
628041,4255,1799,1452,5
621073,4400,1680,1770,8-Jul
651347,4065,1695,1525,5
603972,5015,1874,1455,5
209945,5039,1860,1492,5
914348,3970,1682,1462,5
482497,4629,1880,1653,5
961362,4315,1783,1606,5
308913,4445,1765,1485,5
321683,4644,1778,1482,5
914348,3970,1682,1462,5
961362,4315,1783,1606,5
349023,4598,1797,1477,5
354068,4665,1700,1505,5
347384,4600,1780,1445,5
175962,4473,1706,1469,5
379876,4558,1805,1505,5
291086,4830,1856,1484,5
291086,4830,1856,1484,5
281301,4870,1834,1472,5
735971,4671,1815,1478,5
735971,4671,1815,1478,5
559132,4868,1830,1490,5
291086,4843,1856,1484,5
651782,5131,1852,1501,5
560265,4440,1700,1783,8-Jun
354068,4665,1700,1510,5
735971,4671,1815,1478,5
905745,4278,1774,1646,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
472603,4680,1815,1525,5
416749,4270,1772,1605,5
560265,4440,1700,1783,8-Jun
559132,4850,1795,1475,5
356986,4860,1854,1480,5
923841,4869,1854,1472,5
482497,4629,1898,1655,5
482497,4629,1898,1655,5
482497,4629,1898,1655,5
628041,4199,1786,1479,5
453752,4645,1811,1454,5
290854,4550,1820,1685,5
289386,4461,1795,1474,5
628041,4213,1786,1469,5
281301,4870,1834,1472,5
628041,4255,1799,1452,5
409854,4649,1852,1710,5
651347,3900,1695,1525,5
308913,4454,1765,1460,5
209945,5039,1860,1492,5
395234,4805,1860,1458,5
714860,4720,1815,1465,5
603972,5015,1874,1455,5
745137,4368,1823,1483,5
614059,4714,1810,1442,5
527809,5012,1855,1464,5
209945,5039,1860,1492,5
409854,4649,1852,1710,5
453752,4755,1811,1455,5
714152,4506,1809,1685,5
714152,4506,1809,1685,5
978089,4425,1789,1470,5
819061,4440,1855,1635,5
304458,4545,1760,1490,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
576298,4715,1720,1950,8-Jul
576298,4715,1720,1950,8-Jul
576298,4715,1720,1950,8-Jul
591790,4630,1775,1480,5
395234,4805,1860,1458,5
819061,4450,1855,1635,5
289386,4582,1795,1458,5
347384,4600,1780,1445,5
750340,4530,1900,1700,5
290854,4550,1820,1685,5
651782,5131,1852,1501,5
745137,4534,1823,1483,5
810398,4282,1706,1475,5
349023,4643,1797,1477,5
354068,4665,1700,1505,5
304458,4630,1775,1480,5
290854,4550,1820,1685,5
923841,4869,1854,1472,5
923841,4869,1854,1472,5
923841,4869,1854,1472,5
291086,4843,1856,1484,5
527809,5012,1855,1464,5
591790,4630,1775,1480,5
591790,4630,1775,1480,5
923841,4869,1854,1472,5
472603,4750,1820,1488,5
651347,4065,1695,1525,5
871642,4524,1838,1695,5
651782,5131,1852,1501,5
409854,4649,1852,1710,5
308913,4454,1765,1460,5
308913,4454,1765,1460,5
290854,4550,1820,1685,5
425432,4605,1765,1460,5
745137,4368,1823,1483,5
883691,4865,1820,1475,5
883691,4865,1820,1475,5
347384,4600,1780,1445,5
125403,5266,1878,1772,7
468392,4960,1860,1480,5
354068,4665,1700,1505,5
914348,3970,1682,1462,5
961962,4487,1706,1470,5
347384,4600,1780,1445,5
289386,4582,1795,1458,5
354068,4610,1760,1495,5
290854,4550,1820,1685,5
209945,5039,1860,1492,5
739296,4685,1785,1715,7-Jun
354068,4665,1700,1505,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
354068,4665,1700,1505,5
923841,4869,1854,1472,5
304458,4630,1775,1480,5
713651,4535,1755,1450,5
453752,4645,1811,1454,5
136916,4825,1820,1485,5
308913,4454,1765,1460,5
714860,4720,1815,1465,5
209945,5039,1860,1492,5
425432,4608,1743,1465,5
819061,4450,1855,1635,5
453752,4531,1817,1421,5
453752,4734,1811,1455,5
248352,4120,1700,1460,5
819061,4450,1855,1635,5
597927,4845,1830,1460,5
321683,4644,1778,1482,5
209945,5039,1860,1492,5
290854,4550,1820,1685,5
416749,4270,1772,1605,5
923841,4869,1854,1472,5
304458,4630,1775,1480,5
905745,4278,1774,1656,5
136916,4825,1825,1480,5
621073,4400,1680,1770,8-Jul
745137,4368,1823,1483,5
854079,4650,1750,1505,5
854079,4650,1750,1505,5
290854,4550,1820,1685,5
963845,4270,1780,1622,5
905745,4278,1774,1656,5
291514,4160,1810,1635,5
125403,5256,1878,1772,7
453752,4734,1811,1455,5
409854,4649,1852,1710,5
425432,4605,1765,1460,5
425432,4605,1765,1460,5
883691,4865,1820,1475,5
741152,4667,1839,1663,5
194450,4325,1795,1680,5
527809,5024,1854,1477,5
360648,4115,1700,1495,5
621073,4400,1680,1770,8-Jul
425432,4605,1765,1460,5
248352,4120,1700,1460,5
745137,4368,1823,1483,5
745137,4368,1823,1483,5
735971,4671,1815,1478,5
628041,4199,1786,1479,5
883691,4865,1820,1475,5
321683,4644,1778,1482,5
350259,4598,1826,1425,5
854079,4650,1750,1505,5
356986,4860,1854,1480,5
356986,4860,1854,1480,5
124140,4650,1850,1695,5
819061,4450,1855,1635,5
409854,4649,1852,1710,5
321683,4644,1778,1482,5
628041,4255,1799,1452,5
209945,5055,1860,1491,5
125403,5266,1878,1772,7
603972,5015,1874,1455,5
603972,5015,1874,1455,5
914348,3970,1682,1462,5
425432,4605,1765,1460,5
453752,4734,1811,1455,5
281301,4870,1834,1472,5
354068,4610,1760,1495,5
472603,4688,1815,1525,5
580470,4523,1775,1467,5
103507,4270,1780,1630,5
735971,4671,1815,1478,5
425432,4605,1765,1460,5
628041,4199,1786,1479,5
628041,4255,1799,1452,5
614059,4783,1810,1442,5
628041,4199,1786,1479,5
713651,4535,1755,1450,5
735971,4587,1798,1463,5
349023,4643,1797,1477,5
854079,4650,1750,1505,5
291086,4830,1856,1484,5
248352,4120,1700,1460,5
651347,3900,1695,1525,5
819061,4450,1855,1635,5
819061,4450,1855,1635,5
468392,4960,1860,1480,5
468392,4960,1860,1480,5
425432,4605,1765,1460,5
745137,4368,1823,1483,5
347384,4600,1780,1445,5
347384,4600,1780,1445,5
714152,4506,1809,1685,5
714152,4506,1809,1685,5
580634,4295,1760,1523,5
468392,4930,1845,1470,5
425432,4605,1765,1460,5
472603,4680,1815,1525,5
651347,4065,1695,1525,5
248352,4370,1700,1460,5
248352,4120,1700,1460,5
576298,5055,1695,1960,8-Jul
248352,4370,1700,1460,5
924154,4587,1825,1490,5
349023,4643,1797,1479,5
379876,4558,1805,1505,5
281792,4462,1796,1421,5
587678,4294,1772,1605,5
221795,4385,1831,1589,5
603972,5015,1874,1455,5
603972,5015,1874,1455,5
692703,4510,1852,1677,5
354068,4610,1760,1495,5
621073,4400,1680,1770,8-Jul
559132,5003,1830,1490,5
291514,4160,1810,1635,5
291514,4160,1810,1635,5
291514,4160,1810,1635,5
281301,4870,1834,1472,5
436105,4710,1820,1470,5
219195,4335,1814,1695,5
409854,4649,1852,1710,5
628041,4255,1799,1452,5
209945,5039,1860,1492,5
409854,4649,1852,1710,5
409854,4649,1852,1710,5
651347,3900,1695,1525,5
248352,4120,1700,1460,5
591790,4630,1775,1480,5
308913,4454,1765,1460,5
308913,4454,1765,1460,5
349023,4510,1797,1477,5
209945,5055,1860,1491,5
472603,4688,1815,1525,5
175962,4473,1706,1469,5
883691,4865,1820,1475,5
714860,4720,1815,1465,5
409854,4640,1825,1690,5
714152,4506,1809,1685,5
786351,4570,1775,1445,5
496459,4420,1760,1670,5
281301,4870,1834,1472,5
468392,4930,1845,1470,5
735971,4671,1815,1478,5
248352,4370,1700,1460,5
356986,4860,1854,1480,5
745137,4368,1823,1483,5
745137,4368,1823,1483,5
628041,4199,1786,1479,5
248352,4370,1700,1460,5
905745,4278,1774,1656,5
350259,4598,1826,1425,5
496459,4420,1760,1670,5
453752,4531,1817,1421,5
436105,4710,1820,1470,5
745137,4368,1823,1483,5
745137,4368,1823,1483,5
745137,4368,1823,1483,5
125403,5266,1878,1772,7
349023,4510,1797,1477,5
125403,5266,1878,1772,7
290854,4550,1820,1685,5
347384,4600,1780,1445,5
713651,4535,1755,1450,5
209945,5055,1860,1491,5
905745,4278,1774,1646,5
175962,4473,1706,1469,5
281301,4870,1834,1472,5
281301,4870,1834,1472,5
194450,4325,1795,1680,5
347384,4600,1780,1445,5
425432,4605,1765,1460,5
628041,4199,1786,1479,5
576298,4645,1695,1940,8-Jul
713651,4535,1755,1450,5
786351,4570,1775,1445,5
735971,4587,1798,1463,5
289386,4461,1795,1474,5
472603,4688,1815,1525,5
472603,4688,1815,1525,5
350259,4598,1826,1425,5
576298,4645,1695,1940,8-Jul
290854,4550,1820,1685,5
425432,4605,1765,1460,5
347384,4600,1780,1445,5
468392,4930,1845,1470,5
425432,4605,1765,1460,5
978089,4631,1789,1470,5
436105,4710,1820,1470,5
425432,4605,1765,1460,5
175962,4473,1706,1469,5
265980,4360,1685,1820,8-Jul
281792,4462,1796,1421,5
576298,5055,1695,1960,8-Jul
587678,4294,1772,1605,5
379876,4558,1805,1505,5
621073,4400,1680,1770,8-Jul
621073,4400,1680,1770,8-Jul
291086,4830,1856,1484,5
304458,4630,1775,1480,5
468392,4945,1845,1480,5
871642,4524,1838,1685,5
347384,4600,1780,1445,5
436105,4710,1820,1470,5
963845,4270,1780,1622,5
597927,4845,1830,1460,5
453752,4645,1811,1454,5
576298,5055,1695,1960,8-Jul
871642,4524,1838,1695,5
871642,4524,1838,1695,5
453752,4734,1811,1455,5
349023,4510,1797,1477,5
349023,4510,1797,1477,5
308913,4454,1765,1460,5
248352,4120,1700,1460,5
209945,5055,1860,1491,5
379876,4558,1805,1505,5
786351,4570,1775,1445,5
384924,5000,1858,1497,5
350259,4598,1826,1425,5
350259,4598,1826,1425,5
468392,4960,1860,1480,5
194450,4325,1795,1680,5
883691,4865,1820,1475,5
356986,4860,1854,1480,5
409854,4640,1825,1690,5
961362,4315,1783,1606,5
321683,4644,1778,1482,5
468392,4930,1845,1470,5
732758,4484,1798,1577,5
576298,4645,1695,1940,8-Jul
136916,4825,1825,1480,5
248352,4370,1700,1460,5
425432,4605,1765,1460,5
281301,4870,1834,1472,5
425432,4605,1765,1460,5
527809,5024,1854,1477,5
304458,4630,1775,1480,5
963845,4270,1780,1622,5
871642,4524,1838,1685,5
482497,4629,1898,1655,5
819061,4450,1855,1635,5
961962,4487,1706,1470,5
786351,4570,1775,1445,5
614059,4783,1810,1442,5
614059,4783,1810,1442,5
961962,4487,1706,1470,5
289386,4461,1795,1474,5
289386,4461,1795,1474,5
603972,5015,1874,1455,5
745137,4368,1823,1483,5
379876,4558,1805,1505,5
914348,3970,1682,1462,5
741152,4667,1839,1663,5
453752,4645,1811,1454,5
468392,4960,1860,1480,5
290854,4585,1820,1685,5
194450,4325,1795,1680,5
360648,4115,1700,1495,5
360648,4115,1700,1495,5
425432,4605,1765,1460,5
321683,4644,1778,1482,5
425432,4605,1765,1460,5
436105,4710,1820,1470,5
175962,4473,1706,1469,5
810398,4282,1706,1475,5
409854,4649,1852,1710,5
248352,4370,1700,1460,5
472603,4688,1815,1525,5
425432,4605,1765,1460,5
682651,4761,1826,1439,5
682651,4761,1826,1439,5
580470,4523,1775,1467,5
587678,4294,1772,1605,5
883691,4865,1820,1475,5
221795,4385,1831,1589,5
576298,4680,1695,1940,8-Jul
597927,4845,1830,1460,5
289386,4461,1795,1474,5
194450,4325,1795,1680,5
194450,4325,1795,1680,5
124140,4650,1850,1695,5
682651,4761,1826,1439,5
914348,3970,1682,1462,5
425432,4605,1765,1460,5
468392,4930,1845,1470,5
597927,4845,1830,1460,5
281301,4870,1834,1472,5
349023,4643,1797,1479,5
308913,4454,1765,1460,5
265980,4360,1685,1820,8-Jul
281792,4462,1796,1421,5
854079,4650,1750,1505,5
621073,4400,1680,1770,8-Jul
914348,4176,1650,1465,5
603972,5015,1874,1455,5
603972,5015,1874,1455,5
603972,5015,1874,1455,5
291514,4160,1810,1635,5
209945,5055,1860,1491,5
732758,4469,1798,1583,5
628041,4199,1786,1479,5
735971,4671,1815,1478,5
621073,4400,1680,1750,8-Jul
194450,4325,1795,1680,5
194450,4325,1795,1680,5
194450,4325,1795,1680,5
745137,4534,1823,1483,5
194450,4325,1795,1680,5
425432,4605,1765,1460,5
580470,4523,1775,1467,5
682651,4761,1826,1439,5
281301,4870,1834,1472,5
732758,4484,1798,1577,5
576298,4645,1695,1940,8-Jul
436105,4710,1820,1470,5
175962,4473,1706,1469,5
468392,4930,1845,1470,5
248352,4370,1700,1460,5
349023,4643,1797,1479,5
194450,4475,1850,1655,5
603972,5015,1874,1455,5
453752,4734,1811,1455,5
379876,4558,1805,1505,5
349023,4510,1797,1477,5
291086,4834,1856,1494,5
347384,4600,1780,1445,5
291514,4160,1810,1635,5
735971,4671,1815,1478,5
923841,4869,1854,1472,5
347384,4600,1780,1445,5
395234,4805,1860,1458,5
472603,4750,1820,1488,5
745137,4368,1823,1483,5
354068,4610,1760,1495,5
347384,4600,1780,1445,5
395234,4805,1860,1458,5
175962,4473,1706,1469,5
194450,4325,1795,1680,5
472603,4688,1815,1525,5
714152,4506,1809,1685,5
961362,4315,1783,1606,5
628041,4199,1786,1479,5
175962,4473,1706,1469,5
248352,4370,1700,1460,5
175962,4473,1706,1469,5
289386,4461,1795,1474,5
409854,4649,1852,1710,5
384924,5005,1858,1511,5
924154,4587,1825,1490,5
281301,4870,1834,1472,5
924154,4587,1825,1490,5
308913,4454,1765,1460,5
308913,4454,1765,1460,5
961962,4487,1706,1470,5
628041,4255,1799,1452,5
628041,4255,1799,1452,5
281301,4870,1834,1472,5
682651,4761,1826,1439,5
682651,4761,1826,1439,5
265980,4360,1685,1820,8-Jul
395234,4805,1860,1458,5
136916,4825,1825,1480,5
482497,4629,1898,1655,5
597927,4845,1830,1460,5
209945,5055,1860,1491,5
963845,4270,1780,1622,5
576298,4645,1695,1940,8-Jul
178529,3797,1510,1820,7
354068,4665,1700,1505,5
379876,4558,1805,1505,5
745137,4534,1823,1483,5
745137,4534,1823,1483,5
786351,4570,1775,1445,5
786351,4570,1775,1445,5
786351,4570,1775,1445,5
961962,4487,1706,1470,5
580634,4295,1760,1523,5
349023,4598,1797,1477,5
349023,4598,1797,1477,5
198427,4602,1725,1485,5
576298,4680,1695,1940,8-Jul
175962,4473,1706,1469,5
597927,4845,1830,1460,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
923841,4869,1854,1472,5
714152,4525,1809,1665,5
961362,4315,1783,1606,5
321683,4644,1778,1482,5
265980,4360,1685,1820,8-Jul
651347,4065,1695,1525,5
349023,4598,1797,1477,5
576298,5055,1695,1960,8-Jul
580634,4295,1760,1523,5
732758,4484,1798,1577,5
291086,4843,1856,1484,5
291086,4843,1856,1484,5
290854,4585,1820,1685,5
248352,4370,1700,1460,5
281301,4870,1834,1472,5
221795,4385,1831,1589,5
221795,4385,1831,1589,5
221795,4385,1831,1589,5
682651,4761,1826,1439,5
621073,4400,1680,1770,8-Jul
621073,4400,1680,1770,8-Jul
580470,4523,1775,1467,5
905745,4278,1774,1646,5
304458,4630,1775,1480,5
291514,4160,1810,1635,5
735971,4671,1815,1478,5
290854,4550,1820,1685,5
628041,4255,1799,1452,5
745137,4534,1823,1483,5
559132,4868,1830,1490,5
136916,4825,1825,1480,5
714152,4506,1809,1685,5
786351,4570,1775,1445,5
786351,4570,1775,1445,5
349023,4598,1797,1477,5
384924,5005,1858,1500,5
248352,4120,1700,1460,5
248352,4120,1700,1460,5
468392,4945,1845,1480,5
198427,4602,1725,1485,5
714152,4525,1809,1665,5
714152,4525,1809,1665,5
409854,4649,1852,1710,5
248352,4370,1700,1460,5
281792,4462,1796,1421,5
409854,4649,1852,1710,5
425432,4605,1765,1460,5
472603,4688,1815,1525,5
175962,4473,1706,1469,5
576298,4645,1695,1940,8-Jul
384924,5000,1858,1493,5
304458,4630,1775,1480,5
963845,4270,1780,1622,5
136916,4825,1820,1485,5
961362,4315,1783,1606,5
621073,4400,1680,1770,8-Jul
349023,4567,1786,1456,5
468392,4945,1845,1480,5
603972,5015,1874,1455,5
291514,4160,1810,1635,5
136916,4825,1820,1485,5
354068,4665,1700,1510,5
354068,4610,1760,1495,5
354068,4610,1760,1495,5
871642,4524,1838,1685,5
347384,4600,1780,1445,5
527809,5026,1854,1467,5
354068,4665,1700,1510,5
597927,4845,1830,1460,5
597927,4845,1830,1460,5
603972,5035,1855,1485,5
347384,4600,1780,1445,5
453752,4734,1811,1455,5
786351,4570,1775,1445,5
360648,4115,1700,1495,5
786351,4570,1775,1445,5
961962,4487,1706,1470,5
597927,4845,1830,1460,5
384924,5000,1858,1497,5
290854,4550,1820,1685,5
671482,4280,1785,1658,5
671482,4280,1785,1658,5
819061,4450,1855,1635,5
527809,5024,1854,1477,5
750340,4530,1900,1700,5
354068,4665,1700,1505,5
591790,4630,1775,1485,5
587678,4294,1772,1605,5
178529,3730,1510,1860,7
178529,3730,1510,1860,7
914348,4200,1650,1465,5
580634,4295,1760,1523,5
580634,4295,1760,1523,5
425432,4605,1765,1460,5
136916,4825,1825,1480,5
819061,4440,1855,1635,5
597927,4845,1830,1460,5
281301,4870,1834,1472,5
281301,4870,1834,1472,5
281301,4870,1834,1472,5
961962,4487,1706,1470,5
425432,4605,1765,1460,5
175962,4473,1706,1469,5
621073,4400,1680,1770,8-Jul
682651,4761,1826,1439,5
603972,5015,1874,1455,5
425432,4605,1765,1460,5
576298,4645,1695,1940,8-Jul
621073,4400,1680,1770,8-Jul
735971,4671,1815,1478,5
290854,4550,1820,1685,5
527809,5026,1854,1467,5
354068,4610,1760,1495,5
136916,4825,1820,1485,5
628041,4255,1799,1452,5
194450,4325,1795,1680,5
379876,4558,1805,1505,5
871642,4524,1838,1685,5
354068,4665,1700,1505,5
265980,4360,1685,1820,8-Jul
682651,4761,1826,1439,5
597927,4845,1830,1460,5
597927,4845,1830,1460,5
206765,4718,1802,1471,5
354068,4610,1760,1495,5
714860,4720,1815,1465,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
248352,4370,1700,1460,5
209945,5055,1860,1491,5
291514,4160,1810,1635,5
750340,4530,1900,1700,5
178529,3885,1600,1860,7
354068,4665,1700,1505,5
425432,4608,1743,1465,5
914348,3970,1682,1462,5
559132,4868,1830,1490,5
923841,4869,1854,1472,5
914348,3970,1682,1462,5
603972,5015,1874,1455,5
603972,5015,1874,1455,5
175962,4473,1706,1469,5
209945,5055,1860,1491,5
496459,4420,1760,1670,5
587678,4294,1772,1605,5
384924,5005,1858,1500,5
649213,4730,1824,1421,5
308913,4454,1765,1460,5
290854,4550,1820,1685,5
425432,4608,1743,1465,5
425432,4608,1743,1465,5
682651,4763,1826,1426,5
349023,4567,1786,1456,5
649213,4730,1824,1421,5
304458,4630,1775,1480,5
209945,5039,1860,1492,5
472603,4750,1820,1488,5
248352,4120,1700,1460,5
349023,4598,1797,1477,5
628041,4199,1786,1479,5
745137,4534,1823,1483,5
248352,4120,1700,1460,5
597927,4845,1830,1460,5
597927,4845,1830,1460,5
453752,4755,1811,1453,5
739296,4685,1785,1715,7-Jun
735971,4671,1815,1478,5
290854,4550,1820,1685,5
290854,4550,1820,1685,5
560265,4440,1700,1783,8-Jun
349023,4598,1797,1477,5
321683,4644,1778,1482,5
745137,4534,1823,1483,5
379876,4558,1805,1505,5
472603,4750,1820,1488,5
416749,4270,1772,1605,5
349023,4598,1797,1477,5
347384,4600,1780,1445,5
914348,3987,1705,1486,5
384924,5005,1858,1500,5
384924,5005,1858,1500,5
